"","Date","Line Item","Value","FY","FM","Quarter","Month","Group"
"8184",2016-03-01,"UBox_Net",0,"2016","12","4","Mar","FY18 Q1"
"8185",2016-04-01,"UBox_Net",0,"2017","1","1","Apr","FY18 Q1"
"8186",2016-05-01,"UBox_Net",0,"2017","2","1","May","FY18 Q1"
"8187",2016-06-01,"UBox_Net",0,"2017","3","1","Jun","FY18 Q1"
"8188",2016-07-01,"UBox_Net",0,"2017","4","2","Jul","FY18 Q1"
"8189",2016-08-01,"UBox_Net",0,"2017","5","2","Aug","FY18 Q1"
"8190",2016-09-01,"UBox_Net",0,"2017","6","2","Sep","FY18 Q1"
"8191",2016-10-01,"UBox_Net",0,"2017","7","3","Oct","FY18 Q1"
"8192",2016-11-01,"UBox_Net",0,"2017","8","3","Nov","FY18 Q1"
"8193",2016-12-01,"UBox_Net",0,"2017","9","3","Dec","FY18 Q1"
"8194",2017-01-01,"UBox_Net",0,"2017","10","4","Jan","FY18 Q1"
"8195",2017-02-01,"UBox_Net",0,"2017","11","4","Feb","FY18 Q1"
"8196",2017-03-01,"UBox_Net",0,"2017","12","4","Mar","FY18 Q1"
"8197",2017-04-01,"UBox_Net",470.97,"2018","1","1","Apr","FY18 Q1"
"8198",2017-05-01,"UBox_Net",336.12,"2018","2","1","May","FY18 Q1"
"8199",2017-06-01,"UBox_Net",1877.32,"2018","3","1","Jun","FY18 Q1"
"8200",2017-07-01,"UBox_Net",5287.13,"2018","4","2","Jul","FY18 Q1"
"8201",2017-08-01,"UBox_Net",8242.77,"2018","5","2","Aug","FY18 Q1"
"8202",2017-09-01,"UBox_Net",8895.56,"2018","6","2","Sep","FY18 Q1"
"8203",2017-10-01,"UBox_Net",11155.06,"2018","7","3","Oct","FY18 Q1"
"8204",2017-11-01,"UBox_Net",7046.05,"2018","8","3","Nov","FY18 Q1"
"8205",2017-12-01,"UBox_Net",9331.95,"2018","9","3","Dec","FY18 Q1"
"8206",2018-01-01,"UBox_Net",7808.24,"2018","10","4","Jan","FY18 Q1"
"8207",2018-02-01,"UBox_Net",7704.08,"2018","11","4","Feb","FY18 Q1"
"8208",2018-03-01,"UBox_Net",9557.45,"2018","12","4","Mar","FY18 Q1"
"8209",2018-04-01,"UBox_Net",12666.23,"2019","1","1","Apr","FY18 Q1"
"8210",2018-05-01,"UBox_Net",14937.58,"2019","2","1","May","FY18 Q1"
"8211",2018-06-01,"UBox_Net",22772.9,"2019","3","1","Jun","FY18 Q1"
"8212",2016-02-01,"UMove_Net",0,"2016","11","4","Feb","FY18 Q1"
"8213",2016-03-01,"UMove_Net",0,"2016","12","4","Mar","FY18 Q1"
"8214",2016-04-01,"UMove_Net",0,"2017","1","1","Apr","FY18 Q1"
"8215",2016-05-01,"UMove_Net",24.23,"2017","2","1","May","FY18 Q1"
"8216",2016-06-01,"UMove_Net",-57,"2017","3","1","Jun","FY18 Q1"
"8217",2016-07-01,"UMove_Net",66.49,"2017","4","2","Jul","FY18 Q1"
"8218",2016-08-01,"UMove_Net",65.52,"2017","5","2","Aug","FY18 Q1"
"8219",2016-09-01,"UMove_Net",47.92,"2017","6","2","Sep","FY18 Q1"
"8220",2016-10-01,"UMove_Net",147.56,"2017","7","3","Oct","FY18 Q1"
"8221",2016-11-01,"UMove_Net",9.24,"2017","8","3","Nov","FY18 Q1"
"8222",2016-12-01,"UMove_Net",0,"2017","9","3","Dec","FY18 Q1"
"8223",2017-01-01,"UMove_Net",26.54,"2017","10","4","Jan","FY18 Q1"
"8224",2017-02-01,"UMove_Net",16.29,"2017","11","4","Feb","FY18 Q1"
"8225",2017-03-01,"UMove_Net",530.17,"2017","12","4","Mar","FY18 Q1"
"8226",2017-04-01,"UMove_Net",5026.36,"2018","1","1","Apr","FY18 Q1"
"8227",2017-05-01,"UMove_Net",28498.66,"2018","2","1","May","FY18 Q1"
"8228",2017-06-01,"UMove_Net",25668.83,"2018","3","1","Jun","FY18 Q1"
"8229",2017-07-01,"UMove_Net",46952.81,"2018","4","2","Jul","FY18 Q1"
"8230",2017-08-01,"UMove_Net",46527.88,"2018","5","2","Aug","FY18 Q1"
"8231",2017-09-01,"UMove_Net",43117.84,"2018","6","2","Sep","FY18 Q1"
"8232",2017-10-01,"UMove_Net",50435.17,"2018","7","3","Oct","FY18 Q1"
"8233",2017-11-01,"UMove_Net",41447.62,"2018","8","3","Nov","FY18 Q1"
"8234",2017-12-01,"UMove_Net",33869.9,"2018","9","3","Dec","FY18 Q1"
"8235",2018-01-01,"UMove_Net",25696.14,"2018","10","4","Jan","FY18 Q1"
"8236",2018-02-01,"UMove_Net",31755.42,"2018","11","4","Feb","FY18 Q1"
"8237",2018-03-01,"UMove_Net",38843.52,"2018","12","4","Mar","FY18 Q1"
"8238",2018-04-01,"UMove_Net",52459.2,"2019","1","1","Apr","FY18 Q1"
"8239",2018-05-01,"UMove_Net",70199.5,"2019","2","1","May","FY18 Q1"
"8240",2018-06-01,"UMove_Net",77250.78,"2019","3","1","Jun","FY18 Q1"
"8241",2016-02-01,"Third_Party_Rent_Lease_Income",0,"2016","11","4","Feb","FY18 Q1"
"8242",2016-03-01,"Third_Party_Rent_Lease_Income",0,"2016","12","4","Mar","FY18 Q1"
"8243",2016-04-01,"Third_Party_Rent_Lease_Income",0,"2017","1","1","Apr","FY18 Q1"
"8244",2016-05-01,"Third_Party_Rent_Lease_Income",0,"2017","2","1","May","FY18 Q1"
"8245",2016-06-01,"Third_Party_Rent_Lease_Income",0,"2017","3","1","Jun","FY18 Q1"
"8246",2016-07-01,"Third_Party_Rent_Lease_Income",0,"2017","4","2","Jul","FY18 Q1"
"8247",2016-08-01,"Third_Party_Rent_Lease_Income",0,"2017","5","2","Aug","FY18 Q1"
"8248",2016-09-01,"Third_Party_Rent_Lease_Income",0,"2017","6","2","Sep","FY18 Q1"
"8249",2016-10-01,"Third_Party_Rent_Lease_Income",0,"2017","7","3","Oct","FY18 Q1"
"8250",2016-11-01,"Third_Party_Rent_Lease_Income",0,"2017","8","3","Nov","FY18 Q1"
"8251",2016-12-01,"Third_Party_Rent_Lease_Income",0,"2017","9","3","Dec","FY18 Q1"
"8252",2017-01-01,"Third_Party_Rent_Lease_Income",0,"2017","10","4","Jan","FY18 Q1"
"8253",2017-02-01,"Third_Party_Rent_Lease_Income",0,"2017","11","4","Feb","FY18 Q1"
"8254",2017-03-01,"Third_Party_Rent_Lease_Income",0,"2017","12","4","Mar","FY18 Q1"
"8255",2017-04-01,"Third_Party_Rent_Lease_Income",0,"2018","1","1","Apr","FY18 Q1"
"8256",2017-05-01,"Third_Party_Rent_Lease_Income",40232.24,"2018","2","1","May","FY18 Q1"
"8257",2017-06-01,"Third_Party_Rent_Lease_Income",49502.93,"2018","3","1","Jun","FY18 Q1"
"8258",2017-07-01,"Third_Party_Rent_Lease_Income",64806.3,"2018","4","2","Jul","FY18 Q1"
"8259",2017-08-01,"Third_Party_Rent_Lease_Income",47006.24,"2018","5","2","Aug","FY18 Q1"
"8260",2017-09-01,"Third_Party_Rent_Lease_Income",45966.97,"2018","6","2","Sep","FY18 Q1"
"8261",2017-10-01,"Third_Party_Rent_Lease_Income",120742.16,"2018","7","3","Oct","FY18 Q1"
"8262",2017-11-01,"Third_Party_Rent_Lease_Income",121151.94,"2018","8","3","Nov","FY18 Q1"
"8263",2017-12-01,"Third_Party_Rent_Lease_Income",91171.82,"2018","9","3","Dec","FY18 Q1"
"8264",2018-01-01,"Third_Party_Rent_Lease_Income",93412.31,"2018","10","4","Jan","FY18 Q1"
"8265",2018-02-01,"Third_Party_Rent_Lease_Income",82010.35,"2018","11","4","Feb","FY18 Q1"
"8266",2018-03-01,"Third_Party_Rent_Lease_Income",79140.67,"2018","12","4","Mar","FY18 Q1"
"8267",2018-04-01,"Third_Party_Rent_Lease_Income",59397.54,"2019","1","1","Apr","FY18 Q1"
"8268",2018-05-01,"Third_Party_Rent_Lease_Income",66047.42,"2019","2","1","May","FY18 Q1"
"8269",2018-06-01,"Third_Party_Rent_Lease_Income",59786.42,"2019","3","1","Jun","FY18 Q1"
"8270",2016-02-01,"Personnel_Exp",0,"2016","11","4","Feb","FY18 Q1"
"8271",2016-03-01,"Personnel_Exp",0,"2016","12","4","Mar","FY18 Q1"
"8272",2016-04-01,"Personnel_Exp",0,"2017","1","1","Apr","FY18 Q1"
"8273",2016-05-01,"Personnel_Exp",0,"2017","2","1","May","FY18 Q1"
"8274",2016-06-01,"Personnel_Exp",0,"2017","3","1","Jun","FY18 Q1"
"8275",2016-07-01,"Personnel_Exp",0,"2017","4","2","Jul","FY18 Q1"
"8276",2016-08-01,"Personnel_Exp",0,"2017","5","2","Aug","FY18 Q1"
"8277",2016-09-01,"Personnel_Exp",0,"2017","6","2","Sep","FY18 Q1"
"8278",2016-10-01,"Personnel_Exp",0,"2017","7","3","Oct","FY18 Q1"
"8279",2016-11-01,"Personnel_Exp",0,"2017","8","3","Nov","FY18 Q1"
"8280",2016-12-01,"Personnel_Exp",0,"2017","9","3","Dec","FY18 Q1"
"8281",2017-01-01,"Personnel_Exp",0,"2017","10","4","Jan","FY18 Q1"
"8282",2017-02-01,"Personnel_Exp",15.14,"2017","11","4","Feb","FY18 Q1"
"8283",2017-03-01,"Personnel_Exp",19.24,"2017","12","4","Mar","FY18 Q1"
"8284",2017-04-01,"Personnel_Exp",8706.01,"2018","1","1","Apr","FY18 Q1"
"8285",2017-05-01,"Personnel_Exp",28559.9,"2018","2","1","May","FY18 Q1"
"8286",2017-06-01,"Personnel_Exp",46148.1,"2018","3","1","Jun","FY18 Q1"
"8287",2017-07-01,"Personnel_Exp",60562.95,"2018","4","2","Jul","FY18 Q1"
"8288",2017-08-01,"Personnel_Exp",63930.67,"2018","5","2","Aug","FY18 Q1"
"8289",2017-09-01,"Personnel_Exp",88366.69,"2018","6","2","Sep","FY18 Q1"
"8290",2017-10-01,"Personnel_Exp",66183.08,"2018","7","3","Oct","FY18 Q1"
"8291",2017-11-01,"Personnel_Exp",63717.98,"2018","8","3","Nov","FY18 Q1"
"8292",2017-12-01,"Personnel_Exp",75375.28,"2018","9","3","Dec","FY18 Q1"
"8293",2018-01-01,"Personnel_Exp",76333.39,"2018","10","4","Jan","FY18 Q1"
"8294",2018-02-01,"Personnel_Exp",99424.4,"2018","11","4","Feb","FY18 Q1"
"8295",2018-03-01,"Personnel_Exp",64568.95,"2018","12","4","Mar","FY18 Q1"
"8296",2018-04-01,"Personnel_Exp",86705.64,"2019","1","1","Apr","FY18 Q1"
"8297",2018-05-01,"Personnel_Exp",95096.57,"2019","2","1","May","FY18 Q1"
"8298",2018-06-01,"Personnel_Exp",96004.45,"2019","3","1","Jun","FY18 Q1"
"8299",2016-02-01,"Repairs_and_Maintenance",0,"2016","11","4","Feb","FY18 Q1"
"8300",2016-03-01,"Repairs_and_Maintenance",0,"2016","12","4","Mar","FY18 Q1"
"8301",2016-04-01,"Repairs_and_Maintenance",59.8,"2017","1","1","Apr","FY18 Q1"
"8302",2016-05-01,"Repairs_and_Maintenance",2920.29,"2017","2","1","May","FY18 Q1"
"8303",2016-06-01,"Repairs_and_Maintenance",478,"2017","3","1","Jun","FY18 Q1"
"8304",2016-07-01,"Repairs_and_Maintenance",542.97,"2017","4","2","Jul","FY18 Q1"
"8305",2016-08-01,"Repairs_and_Maintenance",13104.63,"2017","5","2","Aug","FY18 Q1"
"8306",2016-09-01,"Repairs_and_Maintenance",369.76,"2017","6","2","Sep","FY18 Q1"
"8307",2016-10-01,"Repairs_and_Maintenance",19.5,"2017","7","3","Oct","FY18 Q1"
"8308",2016-11-01,"Repairs_and_Maintenance",0,"2017","8","3","Nov","FY18 Q1"
"8309",2016-12-01,"Repairs_and_Maintenance",0,"2017","9","3","Dec","FY18 Q1"
"8310",2017-01-01,"Repairs_and_Maintenance",0,"2017","10","4","Jan","FY18 Q1"
"8311",2017-02-01,"Repairs_and_Maintenance",0,"2017","11","4","Feb","FY18 Q1"
"8312",2017-03-01,"Repairs_and_Maintenance",734.47,"2017","12","4","Mar","FY18 Q1"
"8313",2017-04-01,"Repairs_and_Maintenance",6072.82,"2018","1","1","Apr","FY18 Q1"
"8314",2017-05-01,"Repairs_and_Maintenance",17436.24,"2018","2","1","May","FY18 Q1"
"8315",2017-06-01,"Repairs_and_Maintenance",8174.87,"2018","3","1","Jun","FY18 Q1"
"8316",2017-07-01,"Repairs_and_Maintenance",20898.23,"2018","4","2","Jul","FY18 Q1"
"8317",2017-08-01,"Repairs_and_Maintenance",10144.84,"2018","5","2","Aug","FY18 Q1"
"8318",2017-09-01,"Repairs_and_Maintenance",13557.09,"2018","6","2","Sep","FY18 Q1"
"8319",2017-10-01,"Repairs_and_Maintenance",18562.98,"2018","7","3","Oct","FY18 Q1"
"8320",2017-11-01,"Repairs_and_Maintenance",15490.41,"2018","8","3","Nov","FY18 Q1"
"8321",2017-12-01,"Repairs_and_Maintenance",26221.96,"2018","9","3","Dec","FY18 Q1"
"8322",2018-01-01,"Repairs_and_Maintenance",32840.71,"2018","10","4","Jan","FY18 Q1"
"8323",2018-02-01,"Repairs_and_Maintenance",67941.21,"2018","11","4","Feb","FY18 Q1"
"8324",2018-03-01,"Repairs_and_Maintenance",-13960.12,"2018","12","4","Mar","FY18 Q1"
"8325",2018-04-01,"Repairs_and_Maintenance",38865.99,"2019","1","1","Apr","FY18 Q1"
"8326",2018-05-01,"Repairs_and_Maintenance",14940.47,"2019","2","1","May","FY18 Q1"
"8327",2018-06-01,"Repairs_and_Maintenance",19265.63,"2019","3","1","Jun","FY18 Q1"
"8328",2016-02-01,"Utility_Exp",0,"2016","11","4","Feb","FY18 Q1"
"8329",2016-03-01,"Utility_Exp",0,"2016","12","4","Mar","FY18 Q1"
"8330",2016-04-01,"Utility_Exp",0,"2017","1","1","Apr","FY18 Q1"
"8331",2016-05-01,"Utility_Exp",0,"2017","2","1","May","FY18 Q1"
"8332",2016-06-01,"Utility_Exp",0,"2017","3","1","Jun","FY18 Q1"
"8333",2016-07-01,"Utility_Exp",0,"2017","4","2","Jul","FY18 Q1"
"8334",2016-08-01,"Utility_Exp",0,"2017","5","2","Aug","FY18 Q1"
"8335",2016-09-01,"Utility_Exp",0,"2017","6","2","Sep","FY18 Q1"
"8336",2016-10-01,"Utility_Exp",0,"2017","7","3","Oct","FY18 Q1"
"8337",2016-11-01,"Utility_Exp",0,"2017","8","3","Nov","FY18 Q1"
"8338",2016-12-01,"Utility_Exp",0,"2017","9","3","Dec","FY18 Q1"
"8339",2017-01-01,"Utility_Exp",0,"2017","10","4","Jan","FY18 Q1"
"8340",2017-02-01,"Utility_Exp",0,"2017","11","4","Feb","FY18 Q1"
"8341",2017-03-01,"Utility_Exp",0,"2017","12","4","Mar","FY18 Q1"
"8342",2017-04-01,"Utility_Exp",29778.27,"2018","1","1","Apr","FY18 Q1"
"8343",2017-05-01,"Utility_Exp",11687.41,"2018","2","1","May","FY18 Q1"
"8344",2017-06-01,"Utility_Exp",20867.21,"2018","3","1","Jun","FY18 Q1"
"8345",2017-07-01,"Utility_Exp",22785.5,"2018","4","2","Jul","FY18 Q1"
"8346",2017-08-01,"Utility_Exp",47124.22,"2018","5","2","Aug","FY18 Q1"
"8347",2017-09-01,"Utility_Exp",20644.39,"2018","6","2","Sep","FY18 Q1"
"8348",2017-10-01,"Utility_Exp",22217.05,"2018","7","3","Oct","FY18 Q1"
"8349",2017-11-01,"Utility_Exp",44254.45,"2018","8","3","Nov","FY18 Q1"
"8350",2017-12-01,"Utility_Exp",52384.32,"2018","9","3","Dec","FY18 Q1"
"8351",2018-01-01,"Utility_Exp",85077.26,"2018","10","4","Jan","FY18 Q1"
"8352",2018-02-01,"Utility_Exp",80786.1,"2018","11","4","Feb","FY18 Q1"
"8353",2018-03-01,"Utility_Exp",71381.24,"2018","12","4","Mar","FY18 Q1"
"8354",2018-04-01,"Utility_Exp",60406.5,"2019","1","1","Apr","FY18 Q1"
"8355",2018-05-01,"Utility_Exp",48264.82,"2019","2","1","May","FY18 Q1"
"8356",2018-06-01,"Utility_Exp",47151.66,"2019","3","1","Jun","FY18 Q1"
"8357",2016-02-01,"Telephone_Exp",0,"2016","11","4","Feb","FY18 Q1"
"8358",2016-03-01,"Telephone_Exp",0,"2016","12","4","Mar","FY18 Q1"
"8359",2016-04-01,"Telephone_Exp",0,"2017","1","1","Apr","FY18 Q1"
"8360",2016-05-01,"Telephone_Exp",0,"2017","2","1","May","FY18 Q1"
"8361",2016-06-01,"Telephone_Exp",3.13,"2017","3","1","Jun","FY18 Q1"
"8362",2016-07-01,"Telephone_Exp",2.5,"2017","4","2","Jul","FY18 Q1"
"8363",2016-08-01,"Telephone_Exp",2.58,"2017","5","2","Aug","FY18 Q1"
"8364",2016-09-01,"Telephone_Exp",2.94,"2017","6","2","Sep","FY18 Q1"
"8365",2016-10-01,"Telephone_Exp",635.13,"2017","7","3","Oct","FY18 Q1"
